Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
,68.0,6.0,,partly cloudy,1025.28,9.0,Spring,6.0,,Sunny
0.0,77.0,7.5,86.0,partly cloudy,982.45,0.0,Winter,,inland,
11.0,97.0,8.0,98.0,overcast,1009.68,1.0,Autumn,5.0,mountain,Rainy
-8.0,20.0,13.5,41.0,partly cloudy,1025.26,3.0,Winter,,coastal,Cloudy
-3.0,104.0,10.5,92.0,overcast,988.83,14.0,Winter,2.0,mountain,Snowy
28.0,49.0,0.5,0.0,partly cloudy,1024.9,11.0,Summer,9.0,coastal,Sunny
17.0,53.0,11.0,38.0,partly cloudy,1009.76,,Spring,8.5,,Cloudy
13.0,71.0,9.0,41.0,partly cloudy,1019.47,1.0,Summer,8.0,inland,Cloudy
23.0,67.0,12.0,67.0,overcast,1010.35,1.0,Summer,4.0,inland,Rainy
-4.0,93.0,0.5,58.0,overcast,999.16,0.0,Winter,3.5,mountain,Snowy
-2.0,,33.5,82.0,overcast,987.32,8.0,Winter,2.5,mountain,
-6.0,68.0,6.5,78.0,overcast,995.84,0.0,Winter,1.5,inland,Snowy
24.0,72.0,,70.0,partly cloudy,1010.54,3.0,Winter,3.0,coastal,Rainy
21.0,77.0,10.5,19.0,overcast,1002.73,2.0,Spring,6.0,coastal,Cloudy
15.0,76.0,6.0,,partly cloudy,,4.0,Autumn,5.5,inland,Cloudy
20.0,77.0,3.5,41.0,partly cloudy,,4.0,Autumn,5.5,mountain,Cloudy
,77.0,8.0,48.0,overcast,1014.2,4.0,Winter,5.5,mountain,Cloudy
87.0,83.0,6.5,77.0,clear,1026.77,,Autumn,11.5,coastal,Sunny
10.0,93.0,13.0,57.0,overcast,990.12,0.0,Spring,3.5,inland,Rainy
-4.0,44.0,0.0,74.0,overcast,861.79,5.0,Winter,5.5,mountain,Snowy
44.0,52.0,7.0,,clear,1019.63,10.0,Summer,7.5,coastal,Sunny
41.0,64.0,7.5,23.0,cloudy,1028.04,10.0,,9.5,inland,Snowy
31.0,55.0,4.0,10.0,partly cloudy,1027.98,8.0,,7.5,mountain,Sunny
66.0,75.0,10.5,83.0,overcast,1014.82,2.0,Spring,5.0,coastal,Cloudy
34.0,53.0,8.0,95.0,overcast,1067.18,12.0,Autumn,10.0,inland,Rainy
27.0,54.0,,16.0,overcast,1001.79,4.0,,8.0,coastal,
2.0,97.0,11.0,105.0,overcast,995.35,11.0,Winter,1.0,inland,Snowy
43.0,35.0,5.0,1.0,partly cloudy,1024.76,6.0,Autumn,6.5,coastal,Sunny
,,14.0,11.0,cloudy,914.79,8.0,Spring,4.5,coastal,Sunny
31.0,95.0,16.0,,overcast,1004.65,,Winter,2.0,,Rainy
26.0,69.0,10.5,32.0,overcast,1002.45,2.0,Winter,8.5,mountain,Cloudy
29.0,79.0,19.5,93.0,,1000.65,3.0,Autumn,5.0,coastal,Rainy
47.0,83.0,23.5,95.0,overcast,1019.58,9.0,,3.0,coastal,Cloudy
23.0,74.0,11.5,78.0,overcast,1018.92,,,4.0,coastal,Rainy
-2.0,73.0,11.5,53.0,overcast,988.55,0.0,Winter,2.0,mountain,Snowy
37.0,34.0,2.0,1.0,partly cloudy,1013.31,5.0,Summer,8.0,mountain,Sunny
27.0,74.0,18.5,90.0,,999.15,3.0,,1.5,coastal,Rainy
10.0,74.0,1.5,,partly cloudy,1006.47,4.0,,9.0,inland,Cloudy
39.0,96.0,16.0,96.0,clear,1015.42,11.0,Autumn,8.5,coastal,Sunny
43.0,30.0,4.0,,clear,1014.67,9.0,,9.0,inland,Sunny
12.0,67.0,7.5,38.0,partly cloudy,1017.41,,,8.0,,Cloudy
19.0,54.0,2.0,47.0,overcast,1006.28,1.0,Summer,6.0,coastal,Cloudy
23.0,63.0,10.0,90.0,,1004.65,,Autumn,2.5,inland,Rainy
40.0,66.0,3.5,13.0,,1018.7,11.0,Summer,6.5,inland,Sunny
27.0,91.0,18.0,86.0,partly cloudy,996.14,0.0,Summer,3.5,coastal,Rainy
-8.0,94.0,15.0,59.0,overcast,988.28,0.0,Winter,1.5,mountain,Snowy
12.0,,13.5,11.0,partly cloudy,,1.0,Winter,7.5,mountain,Cloudy
32.0,21.0,9.0,5.0,partly cloudy,1014.7,6.0,,9.5,coastal,Sunny
33.0,85.0,20.0,79.0,overcast,997.21,,,4.5,coastal,
37.0,47.0,2.5,91.0,partly cloudy,1168.96,8.0,Winter,6.5,inland,
47.0,80.0,5.5,104.0,clear,1029.85,14.0,Winter,4.5,coastal,Sunny
10.0,78.0,7.5,,cloudy,997.8,5.0,,8.5,inland,Snowy
21.0,94.0,10.0,109.0,partly cloudy,1027.71,,Spring,9.0,mountain,Sunny
12.0,75.0,,71.0,overcast,1002.27,1.0,,2.0,inland,Rainy
,,19.0,,partly cloudy,1017.47,8.0,Autumn,5.0,coastal,Cloudy
,41.0,5.0,11.0,clear,1022.17,11.0,Spring,,mountain,Sunny
-11.0,104.0,20.0,107.0,overcast,990.16,8.0,,0.5,mountain,
,34.0,1.0,10.0,clear,1018.65,8.0,Summer,7.5,coastal,Sunny
32.0,79.0,2.5,,,1009.02,2.0,Spring,5.0,mountain,Cloudy
29.0,,4.5,15.0,clear,1018.76,5.0,,8.5,coastal,
0.0,61.0,19.5,,overcast,997.6,1.0,Winter,1.5,mountain,Snowy
29.0,,,54.0,overcast,,3.0,Autumn,5.0,inland,Rainy
1.0,95.0,6.0,77.0,overcast,985.54,12.0,Winter,,mountain,Snowy
27.0,,9.5,41.0,overcast,1001.39,4.0,,8.0,mountain,Cloudy
24.0,89.0,12.5,69.0,partly cloudy,995.3,,,3.5,mountain,Rainy
18.0,58.0,3.5,19.0,partly cloudy,1003.56,2.0,Spring,8.0,mountain,Cloudy
32.0,70.0,17.0,63.0,overcast,996.92,0.0,Spring,4.0,,Rainy
27.0,59.0,,17.0,partly cloudy,1004.23,3.0,,8.0,inland,Cloudy
43.0,58.0,9.0,,partly cloudy,1012.06,11.0,Summer,,mountain,Sunny
18.0,71.0,14.5,19.0,overcast,1012.02,1.0,Summer,5.5,inland,Cloudy
-13.0,39.0,14.5,17.0,partly cloudy,970.48,3.0,Summer,9.0,inland,Rainy
,81.0,9.5,,overcast,986.14,1.0,,2.5,mountain,Snowy
18.0,44.0,8.0,33.0,overcast,1107.37,12.0,Winter,7.5,inland,Cloudy
27.0,64.0,6.5,16.0,overcast,1004.15,1.0,Summer,7.0,mountain,Cloudy
22.0,92.0,9.5,78.0,overcast,993.32,,Summer,3.0,mountain,Rainy
16.0,46.0,11.5,19.0,overcast,1141.48,3.0,,18.0,inland,Sunny
32.0,67.0,12.5,36.0,partly cloudy,1004.28,3.0,Spring,6.0,mountain,Cloudy
27.0,63.0,8.0,73.0,overcast,1016.64,,Summer,1.0,mountain,Rainy
63.0,98.0,26.5,,overcast,,5.0,Spring,0.0,coastal,Rainy
31.0,52.0,7.5,20.0,,1005.64,3.0,,5.5,coastal,Cloudy
19.0,86.0,6.5,62.0,overcast,1019.14,3.0,,3.5,inland,Rainy
16.0,75.0,14.5,60.0,overcast,1015.62,0.0,Spring,2.5,inland,Rainy
31.0,66.0,,19.0,clear,1015.78,5.0,Winter,9.0,mountain,Sunny
12.0,66.0,,99.0,partly cloudy,1071.19,4.0,Winter,19.0,,Cloudy
21.0,40.0,10.0,15.0,clear,1025.18,6.0,Summer,5.5,inland,Sunny
42.0,31.0,8.5,1.0,clear,1028.59,9.0,Spring,9.0,mountain,Sunny
14.0,66.0,4.0,30.0,overcast,1010.15,1.0,Winter,5.0,mountain,Cloudy
24.0,29.0,5.5,9.0,clear,1025.51,8.0,Spring,5.5,mountain,Sunny
25.0,83.0,12.0,91.0,partly cloudy,995.62,2.0,Winter,4.0,coastal,Rainy
-1.0,66.0,4.0,85.0,,996.41,0.0,Winter,2.0,mountain,Snowy
29.0,103.0,11.5,86.0,overcast,995.57,3.0,Spring,3.5,inland,Rainy
30.0,41.0,1.5,9.0,clear,1026.23,6.0,,8.0,inland,Sunny
13.0,67.0,,30.0,,1002.88,4.0,Summer,8.5,coastal,Cloudy
12.0,63.0,14.5,46.0,partly cloudy,1009.66,,Winter,5.0,,Cloudy
49.0,106.0,21.0,85.0,overcast,1015.18,2.0,Spring,0.5,,Rainy
43.0,41.0,9.0,12.0,clear,1029.46,10.0,Summer,7.5,inland,Sunny
-11.0,87.0,28.5,79.0,partly cloudy,984.69,13.0,Winter,0.5,inland,Snowy
-2.0,,8.0,75.0,overcast,992.77,1.0,Winter,3.5,inland,Snowy
13.0,23.0,12.0,,cloudy,1099.46,0.0,Winter,1.0,inland,Rainy
,,18.5,,,989.08,,,4.5,inland,Snowy
43.0,,8.5,6.0,,1014.34,6.0,Winter,8.0,inland,Sunny
,101.0,14.5,105.0,,995.59,2.0,Summer,,coastal,Rainy
23.0,68.0,4.5,18.0,partly cloudy,1016.1,10.0,Winter,7.0,coastal,Sunny
41.0,55.0,3.5,,clear,,10.0,Autumn,5.5,coastal,Sunny
-17.0,62.0,11.5,,partly cloudy,944.01,0.0,Autumn,16.0,coastal,Cloudy
28.0,32.0,0.5,,partly cloudy,1014.71,,Winter,6.5,inland,
48.0,51.0,3.0,59.0,overcast,932.02,8.0,Autumn,5.5,,
21.0,59.0,8.0,19.0,clear,1022.45,6.0,Autumn,,,Sunny
-4.0,106.0,,75.0,overcast,999.72,12.0,Winter,3.0,mountain,Snowy
-1.0,84.0,6.5,92.0,overcast,993.65,0.0,Winter,1.0,inland,Snowy
15.0,74.0,9.0,14.0,overcast,1013.67,3.0,Autumn,6.5,,
23.0,72.0,7.0,90.0,overcast,991.3,,Winter,1.0,coastal,Rainy
26.0,32.0,7.5,18.0,clear,1021.68,6.0,Winter,,mountain,Sunny
17.0,66.0,14.0,36.0,overcast,1008.45,4.0,Spring,6.5,coastal,Cloudy
39.0,65.0,0.5,7.0,partly cloudy,1012.53,7.0,Spring,,coastal,Sunny
15.0,44.0,11.0,,partly cloudy,974.99,10.0,Winter,13.5,inland,Cloudy
15.0,,14.5,65.0,overcast,1015.79,3.0,,3.5,inland,Rainy
21.0,,4.0,95.0,clear,1016.17,10.0,Summer,,mountain,Sunny
,68.0,6.5,63.0,overcast,993.1,2.0,Spring,1.5,coastal,Rainy
19.0,28.0,11.0,,cloudy,969.51,2.0,Spring,16.5,coastal,Snowy
-10.0,88.0,9.5,97.0,partly cloudy,,,Winter,2.5,inland,Snowy
,26.0,0.0,10.0,clear,1011.23,6.0,Winter,6.5,coastal,Sunny
28.0,,16.5,86.0,overcast,,3.0,Spring,3.0,mountain,Rainy
21.0,76.0,2.0,35.0,partly cloudy,,4.0,Summer,8.5,coastal,Cloudy
31.0,65.0,4.5,45.0,overcast,1016.06,1.0,Spring,7.5,mountain,Cloudy
-10.0,93.0,,79.0,overcast,,0.0,Winter,1.5,inland,Snowy
18.0,81.0,,108.0,clear,1015.84,10.0,Spring,1.0,inland,Sunny
-9.0,96.0,9.0,91.0,,992.62,0.0,Winter,3.5,,Snowy
22.0,62.0,4.5,0.0,clear,1021.11,11.0,Spring,9.5,,Sunny
35.0,36.0,4.5,18.0,clear,1028.41,10.0,Summer,6.0,inland,Sunny
22.0,24.0,1.5,7.0,clear,1029.6,5.0,Spring,6.5,mountain,Sunny
29.0,98.0,8.0,81.0,overcast,1005.8,1.0,Winter,,inland,Rainy
0.0,78.0,2.0,54.0,partly cloudy,992.75,,Winter,3.5,mountain,
32.0,83.0,16.0,91.0,clear,1012.99,4.0,Autumn,8.0,coastal,Sunny
26.0,97.0,16.0,96.0,partly cloudy,1008.87,0.0,Autumn,,inland,Rainy
15.0,68.0,9.0,89.0,overcast,1006.18,3.0,Autumn,3.5,coastal,Rainy
44.0,42.0,,12.0,clear,1021.99,,Winter,5.5,coastal,Sunny
11.0,80.0,8.0,,overcast,1003.54,3.0,Spring,1.0,mountain,Rainy
-2.0,65.0,,73.0,overcast,996.68,0.0,Winter,1.5,inland,Snowy
31.0,,9.0,30.0,partly cloudy,1004.97,4.0,Autumn,7.0,mountain,Cloudy
24.0,77.0,0.5,39.0,partly cloudy,1086.63,9.0,Spring,4.5,coastal,Snowy
16.0,54.0,2.0,16.0,partly cloudy,1004.26,,Spring,7.5,inland,Cloudy
16.0,76.0,9.0,,overcast,1014.72,,Summer,3.5,mountain,Rainy
,84.0,23.5,,,1000.1,13.0,,,inland,Cloudy
29.0,51.0,12.5,41.0,overcast,,2.0,,,,Cloudy
,95.0,8.0,84.0,clear,1015.95,,Winter,6.0,coastal,Sunny
20.0,80.0,14.0,96.0,,1016.56,3.0,,1.5,coastal,Rainy
,38.0,,50.0,partly cloudy,836.75,12.0,Autumn,6.0,coastal,
4.0,65.0,4.0,74.0,partly cloudy,995.43,0.0,Winter,,inland,Snowy
24.0,36.0,6.0,5.0,,1013.47,6.0,Winter,6.5,coastal,Sunny
2.0,61.0,3.5,88.0,overcast,,0.0,Winter,5.0,mountain,Snowy
14.0,72.0,,40.0,,1017.03,3.0,Autumn,8.0,mountain,Cloudy
28.0,,0.0,7.0,clear,1014.08,8.0,Summer,8.5,coastal,Sunny
16.0,53.0,,95.0,cloudy,,2.0,Spring,13.0,,Snowy
37.0,71.0,0.5,85.0,overcast,1009.67,13.0,Summer,1.0,inland,Cloudy
26.0,59.0,8.0,24.0,overcast,1001.63,1.0,Winter,6.5,,Cloudy
-4.0,68.0,11.0,97.0,overcast,995.1,1.0,Winter,4.5,inland,Snowy
10.0,82.0,19.5,76.0,partly cloudy,991.99,1.0,Winter,2.0,coastal,Rainy
20.0,48.0,6.0,8.0,partly cloudy,1016.99,7.0,Winter,10.0,mountain,Sunny
,41.0,3.0,,cloudy,1169.76,6.0,Autumn,14.0,mountain,
34.0,51.0,0.0,13.0,cloudy,895.82,12.0,Summer,,mountain,Rainy
51.0,96.0,14.0,98.0,clear,1023.18,3.0,Summer,8.0,mountain,Sunny
27.0,57.0,5.5,9.0,partly cloudy,1020.83,6.0,Spring,5.5,coastal,Sunny
14.0,75.0,14.5,37.0,overcast,1013.46,3.0,Spring,5.5,coastal,Cloudy
-4.0,72.0,15.0,64.0,partly cloudy,996.18,1.0,Winter,4.5,inland,Snowy
23.0,52.0,12.5,39.0,overcast,1006.2,1.0,Summer,8.5,coastal,Cloudy
-7.0,,,83.0,partly cloudy,991.11,0.0,Winter,1.5,mountain,
13.0,78.0,8.5,,partly cloudy,1018.29,3.0,Summer,5.5,coastal,Cloudy
27.0,30.0,12.5,26.0,cloudy,1029.39,3.0,Spring,,inland,Cloudy
-10.0,93.0,10.0,55.0,,991.07,0.0,Winter,3.0,inland,
1.0,96.0,4.0,54.0,overcast,992.56,0.0,Winter,4.5,mountain,
30.0,107.0,4.0,80.0,,1001.86,10.0,Summer,6.5,mountain,
28.0,75.0,13.5,21.0,partly cloudy,1010.05,,Winter,5.0,mountain,Cloudy
24.0,90.0,,89.0,clear,1015.43,14.0,Autumn,1.0,coastal,Sunny
21.0,68.0,13.0,15.0,overcast,1010.94,2.0,Autumn,,mountain,Cloudy
13.0,,13.0,53.0,overcast,,1.0,Winter,2.0,inland,Rainy
11.0,89.0,15.0,,overcast,1010.86,2.0,Summer,,,
43.0,42.0,5.0,1.0,partly cloudy,,8.0,Winter,6.5,inland,Sunny
-10.0,,,84.0,overcast,,0.0,Winter,3.5,mountain,Snowy
3.0,75.0,14.5,91.0,overcast,982.94,0.0,Winter,3.0,inland,Snowy
37.0,,9.0,3.0,partly cloudy,1020.73,11.0,Winter,7.5,coastal,Sunny
34.0,68.0,,,,1008.96,,Summer,8.5,mountain,Cloudy
23.0,74.0,14.5,20.0,partly cloudy,1001.95,2.0,Winter,5.5,inland,Cloudy
0.0,,35.5,90.0,partly cloudy,984.93,6.0,,,inland,Snowy
-6.0,76.0,19.5,99.0,overcast,987.87,1.0,Winter,3.0,mountain,Snowy
21.0,66.0,6.0,,,1004.33,2.0,Spring,9.0,mountain,
10.0,92.0,14.0,105.0,partly cloudy,1013.97,5.0,Summer,3.0,,
7.0,91.0,22.5,106.0,overcast,988.76,2.0,Winter,3.5,mountain,Snowy
,93.0,16.0,74.0,overcast,981.3,1.0,,4.5,,Snowy
44.0,109.0,23.0,83.0,overcast,1018.72,2.0,Spring,3.5,mountain,Cloudy
4.0,66.0,7.0,95.0,partly cloudy,,0.0,Winter,4.5,inland,Snowy
27.0,79.0,14.5,33.0,partly cloudy,1008.34,2.0,Winter,5.0,coastal,
31.0,78.0,7.5,80.0,,1009.21,1.0,Winter,2.5,inland,Rainy
2.0,81.0,15.0,,,991.76,0.0,Winter,3.5,,Snowy
-6.0,84.0,7.0,90.0,overcast,982.84,,Winter,2.0,,Snowy
17.0,65.0,4.5,21.0,partly cloudy,,3.0,Autumn,6.0,inland,Cloudy
-4.0,91.0,20.0,92.0,overcast,990.35,1.0,Winter,2.5,inland,Snowy
-10.0,93.0,6.5,61.0,overcast,981.89,0.0,Winter,4.5,mountain,Snowy
-10.0,77.0,18.0,65.0,,,1.0,Winter,4.5,mountain,Snowy
-6.0,,18.0,90.0,partly cloudy,994.71,0.0,Winter,3.5,inland,Snowy
27.0,25.0,9.0,4.0,clear,1010.7,11.0,Spring,7.5,coastal,Sunny
40.0,63.0,4.0,8.0,partly cloudy,1021.77,6.0,Winter,8.0,inland,Sunny
32.0,71.0,19.5,78.0,overcast,1016.92,1.0,Spring,2.0,coastal,
,79.0,1.0,47.0,partly cloudy,1013.0,4.0,Spring,9.0,mountain,Cloudy
38.0,60.0,,19.0,clear,1015.89,6.0,Autumn,10.0,mountain,Sunny
13.0,68.0,8.0,36.0,,1018.32,2.0,Spring,6.5,coastal,Cloudy
,62.0,6.5,24.0,partly cloudy,1014.04,3.0,Winter,9.0,coastal,Cloudy
25.0,49.0,7.5,17.0,partly cloudy,1027.64,10.0,,8.5,,Sunny
3.0,73.0,5.5,54.0,overcast,987.43,0.0,Winter,2.0,mountain,Snowy
-2.0,58.0,,81.0,partly cloudy,835.37,6.0,Summer,3.0,coastal,Cloudy
32.0,26.0,10.0,11.0,partly cloudy,,7.0,Summer,5.5,inland,Sunny
23.0,26.0,8.5,9.0,partly cloudy,1026.74,9.0,Autumn,7.5,coastal,Sunny
-3.0,73.0,4.0,97.0,overcast,981.57,1.0,Winter,2.5,inland,Snowy
28.0,65.0,11.5,67.0,overcast,1008.39,1.0,Autumn,4.5,inland,Rainy
22.0,28.0,2.0,8.0,clear,1023.63,5.0,Winter,,mountain,Sunny
33.0,90.0,18.5,68.0,partly cloudy,994.03,0.0,Winter,4.5,coastal,Rainy
11.0,85.0,,67.0,overcast,1009.6,3.0,,1.0,,Rainy
-6.0,67.0,14.5,95.0,overcast,996.05,0.0,,4.0,inland,Snowy
-6.0,,7.5,56.0,overcast,991.91,1.0,Winter,4.0,inland,Snowy
33.0,64.0,7.0,8.0,clear,1016.75,10.0,Autumn,9.5,coastal,Sunny
25.0,61.0,7.0,11.0,overcast,1003.57,,Autumn,7.0,mountain,Cloudy
28.0,72.0,4.0,46.0,partly cloudy,1017.95,4.0,Autumn,7.0,inland,Cloudy
35.0,55.0,4.0,51.0,partly cloudy,917.59,8.0,Summer,17.5,mountain,
0.0,95.0,,66.0,overcast,981.55,0.0,Winter,1.0,,Snowy
22.0,82.0,16.5,89.0,overcast,1018.66,0.0,Spring,,mountain,Rainy
,40.0,2.5,15.0,partly cloudy,1122.53,0.0,,5.5,mountain,Cloudy
2.0,69.0,,,partly cloudy,865.03,4.0,,16.0,coastal,Rainy
2.0,64.0,2.5,52.0,,996.59,0.0,Winter,1.5,,Snowy
12.0,86.0,12.0,58.0,overcast,1011.56,1.0,Autumn,2.0,coastal,Rainy
24.0,23.0,6.5,4.0,clear,,6.0,Summer,8.0,coastal,Sunny
20.0,56.0,1.0,,clear,1015.7,8.0,Autumn,7.5,inland,Sunny
44.0,30.0,3.0,8.0,partly cloudy,1023.32,,Winter,9.0,coastal,
-3.0,61.0,14.5,68.0,partly cloudy,993.44,0.0,Winter,3.0,inland,
-10.0,87.0,19.0,71.0,overcast,998.9,1.0,Winter,,,Snowy
23.0,77.0,18.5,,overcast,995.31,6.0,Autumn,0.5,,
77.0,,,95.0,overcast,992.06,9.0,Winter,2.5,coastal,Rainy
31.0,58.0,7.0,14.0,overcast,1004.04,1.0,Winter,6.5,,Cloudy
25.0,28.0,8.5,11.0,partly cloudy,1026.31,11.0,Summer,10.0,coastal,Sunny
-1.0,82.0,9.0,81.0,overcast,992.29,,Winter,3.5,mountain,
21.0,58.0,9.0,0.0,partly cloudy,1019.81,6.0,Spring,5.5,coastal,Sunny
11.0,71.0,17.0,52.0,overcast,,0.0,Winter,3.0,inland,Rainy
-3.0,72.0,12.0,61.0,overcast,988.7,1.0,Winter,4.0,mountain,Snowy
,80.0,13.0,84.0,partly cloudy,980.45,1.0,,3.0,,Snowy
42.0,61.0,4.5,4.0,clear,1025.04,7.0,Spring,,coastal,Sunny
22.0,67.0,1.5,43.0,,1002.49,2.0,Winter,,mountain,Cloudy
24.0,73.0,8.5,34.0,overcast,1005.91,2.0,Autumn,5.5,mountain,Cloudy
,69.0,6.0,25.0,partly cloudy,998.99,7.0,Autumn,7.0,mountain,Sunny
,93.0,,61.0,partly cloudy,1010.05,2.0,Spring,2.0,coastal,Rainy
30.0,45.0,1.5,2.0,clear,1022.46,10.0,Summer,8.0,coastal,Sunny
31.0,27.0,10.0,1.0,clear,1027.32,,Spring,7.5,inland,Sunny
4.0,85.0,19.0,73.0,overcast,990.5,1.0,Winter,2.5,inland,Snowy
45.0,49.0,2.0,79.0,partly cloudy,,3.0,Summer,0.5,coastal,Snowy
22.0,47.0,8.5,15.0,clear,1014.59,6.0,Spring,7.0,mountain,Sunny
31.0,90.0,7.5,99.0,overcast,996.82,3.0,Summer,4.5,mountain,Rainy
-6.0,87.0,16.5,,,996.46,1.0,Winter,,inland,Snowy
33.0,,6.5,76.0,overcast,,3.0,Spring,2.5,inland,Rainy
21.0,65.0,3.0,14.0,partly cloudy,1001.05,4.0,Winter,8.0,mountain,Cloudy
23.0,40.0,6.5,7.0,clear,1024.16,9.0,Winter,5.5,coastal,Sunny
13.0,53.0,,46.0,overcast,1011.45,,Winter,,mountain,Cloudy
22.0,65.0,7.5,,clear,1022.12,9.0,Autumn,8.5,mountain,Sunny
20.0,66.0,8.5,12.0,clear,1013.18,10.0,Summer,6.0,mountain,
22.0,58.0,2.5,15.0,,,10.0,Autumn,,mountain,Sunny
,85.0,5.5,63.0,,,2.0,Summer,4.5,inland,Rainy
1.0,82.0,12.0,96.0,,991.89,,Winter,5.0,inland,Snowy
,,17.0,67.0,overcast,983.22,1.0,Winter,1.0,mountain,Snowy
12.0,65.0,6.5,13.0,partly cloudy,1010.57,1.0,Winter,7.5,mountain,Cloudy
25.0,99.0,15.5,50.0,partly cloudy,1000.35,0.0,Autumn,3.5,coastal,
24.0,68.0,7.0,3.0,clear,1019.57,8.0,,9.5,mountain,Sunny
23.0,60.0,8.0,7.0,partly cloudy,,9.0,Winter,7.0,inland,Sunny
27.0,45.0,3.5,1.0,,1011.02,6.0,Summer,9.5,mountain,
33.0,25.0,8.0,6.0,partly cloudy,1023.77,6.0,Spring,5.5,,Sunny
20.0,106.0,44.0,91.0,overcast,991.05,9.0,Autumn,3.0,mountain,Rainy
24.0,63.0,6.5,,overcast,,2.0,Winter,4.5,coastal,Rainy
20.0,60.0,16.0,80.0,overcast,1012.65,1.0,,1.0,mountain,Rainy
,51.0,,34.0,overcast,1008.18,4.0,Summer,8.0,coastal,Cloudy
1.0,99.0,18.5,94.0,overcast,985.95,0.0,Winter,2.5,inland,Snowy
-9.0,72.0,9.5,51.0,overcast,999.3,1.0,Winter,2.0,inland,Snowy
34.0,65.0,7.0,3.0,partly cloudy,1011.23,10.0,Summer,9.0,mountain,Sunny
15.0,67.0,11.0,65.0,overcast,,1.0,Summer,2.5,coastal,Rainy
-4.0,82.0,12.5,51.0,overcast,997.68,1.0,Winter,1.5,mountain,Snowy
16.0,,5.5,84.0,partly cloudy,1011.25,,Summer,10.0,mountain,Cloudy
32.0,30.0,8.0,15.0,clear,1010.24,5.0,Spring,7.0,mountain,Sunny
,62.0,10.0,97.0,overcast,1005.08,1.0,Winter,,mountain,Rainy
26.0,92.0,33.0,72.0,partly cloudy,1007.89,9.0,Spring,1.5,,Rainy
4.0,68.0,4.5,62.0,overcast,995.07,1.0,Winter,5.0,mountain,Snowy
,,9.0,76.0,overcast,994.23,1.0,Winter,1.5,inland,Snowy
30.0,84.0,5.0,93.0,overcast,997.73,2.0,Summer,5.0,coastal,Rainy
,61.0,5.0,14.0,clear,1010.83,8.0,Autumn,10.0,coastal,Sunny
29.0,105.0,5.0,101.0,clear,1011.92,0.0,Autumn,10.5,coastal,Sunny
-7.0,,12.5,82.0,,983.78,9.0,,2.5,inland,Snowy
18.0,56.0,,18.0,overcast,1005.55,3.0,Spring,8.0,mountain,Cloudy
19.0,72.0,10.0,88.0,clear,,,Autumn,13.5,coastal,Sunny
3.0,89.0,19.0,67.0,overcast,995.64,0.0,Winter,5.0,inland,Snowy
-14.0,38.0,1.5,52.0,partly cloudy,1111.93,9.0,Spring,18.0,mountain,Snowy
-1.0,63.0,7.5,90.0,overcast,988.16,1.0,Winter,1.5,mountain,Snowy
15.0,108.0,24.0,104.0,partly cloudy,1002.99,12.0,Autumn,3.0,mountain,
28.0,76.0,11.5,78.0,overcast,,1.0,,3.5,inland,Rainy
38.0,32.0,1.5,10.0,clear,1010.05,,Autumn,9.0,mountain,Sunny
18.0,102.0,15.0,,clear,1018.3,5.0,Autumn,5.0,coastal,Sunny
-12.0,68.0,4.0,76.0,,1052.9,3.0,Autumn,11.0,inland,Sunny
40.0,34.0,9.0,0.0,clear,1028.25,11.0,Spring,7.5,mountain,Sunny
35.0,54.0,5.5,10.0,partly cloudy,1023.43,,Summer,5.0,inland,Sunny
33.0,30.0,1.0,4.0,clear,1026.91,7.0,Spring,,,Sunny
15.0,,8.0,30.0,overcast,,3.0,Summer,8.0,mountain,Cloudy
31.0,31.0,3.5,11.0,clear,1010.47,11.0,Autumn,7.5,inland,Sunny
15.0,76.0,,15.0,partly cloudy,1013.25,4.0,Autumn,7.0,coastal,
,78.0,9.0,92.0,partly cloudy,1008.08,10.0,Summer,5.5,mountain,Cloudy
22.0,38.0,2.5,11.0,clear,1024.93,11.0,Spring,7.5,mountain,Sunny
22.0,76.0,9.5,31.0,partly cloudy,1005.45,1.0,Summer,7.5,mountain,Cloudy
,73.0,37.5,94.0,partly cloudy,1002.36,7.0,Spring,0.5,inland,Rainy
16.0,,9.5,65.0,overcast,1014.99,2.0,Summer,2.0,mountain,Rainy
23.0,91.0,23.0,89.0,overcast,1013.79,5.0,Spring,3.0,,Rainy
30.0,32.0,3.0,3.0,clear,1012.93,11.0,Winter,9.5,mountain,Sunny
,74.0,14.5,65.0,overcast,995.58,1.0,Summer,3.0,mountain,Rainy
3.0,81.0,18.5,,,,1.0,Winter,3.0,mountain,
43.0,28.0,2.0,0.0,,1027.55,7.0,Spring,8.0,inland,Sunny
10.0,70.0,5.0,,overcast,1015.82,,Winter,2.0,mountain,Rainy
33.0,61.0,6.0,78.0,partly cloudy,1019.2,,Winter,3.5,coastal,Rainy
24.0,76.0,16.0,69.0,overcast,999.91,3.0,,2.0,mountain,Rainy
23.0,73.0,0.5,44.0,overcast,1005.87,2.0,Summer,,mountain,Cloudy
,,,34.0,,852.76,7.0,Autumn,,mountain,Rainy
-17.0,,2.0,80.0,partly cloudy,,6.0,Spring,19.5,coastal,Sunny
-3.0,93.0,11.5,61.0,overcast,988.38,0.0,Winter,2.5,inland,Snowy
,83.0,13.5,52.0,overcast,1008.2,1.0,Winter,3.5,inland,Rainy
